Metro,Dimension Type,Month,Dimension,Measure,Value,YoY
Philadelphia,Job Title,2017-09,Medical Technologist,Median Base Pay,58916,0.011
Philadelphia,Job Title,2017-09,Field Engineer,Median Base Pay,67961,0.021
Philadelphia,Job Title,2017-09,Machine Operator,Median Base Pay,44681,0.015
Philadelphia,Job Title,2017-09,Communications Manager,Median Base Pay,73712,0.011
Philadelphia,Job Title,2017-09,Construction Laborer,Median Base Pay,42033,0.026
Philadelphia,Job Title,2017-09,Emergency Medical Technician,Median Base Pay,37428,0.011
Philadelphia,Job Title,2017-09,Web Designer,Median Base Pay,56225,0.028
Philadelphia,Job Title,2017-09,Maintenance Worker,Median Base Pay,38784,0.011
Philadelphia,Job Title,2017-09,Barista,Median Base Pay,23201,0.05
Philadelphia,Job Title,2017-09,Bartender,Median Base Pay,35770,-0.004
Philadelphia,Job Title,2017-09,Civil Engineer,Median Base Pay,72315,0.014
Philadelphia,Job Title,2017-09,Claims Adjuster,Median Base Pay,51908,0.017
Philadelphia,Job Title,2017-09,Certified Nursing Assistant,Median Base Pay,31437,0.013
Philadelphia,Job Title,2017-09,Customer Service Representative,Median Base Pay,40142,0.019
Philadelphia,Job Title,2017-09,Delivery Driver,Median Base Pay,38462,0.026
Philadelphia,Job Title,2017-09,Financial Advisor,Median Base Pay,58563,0.016
Philadelphia,Job Title,2017-09,Licensed Practical Nurse,Median Base Pay,52914,0.012
Philadelphia,Job Title,2017-09,Loan Officer,Median Base Pay,45183,-0.003
Philadelphia,Job Title,2017-09,Maintenance Technician,Median Base Pay,44184,0.001
Philadelphia,Job Title,2017-09,Material Handler,Median Base Pay,36770,0.017
Philadelphia,Job Title,2017-09,Network Engineer,Median Base Pay,76624,0.011
Philadelphia,Job Title,2017-09,Office Manager,Median Base Pay,52338,0.01
Philadelphia,Job Title,2017-09,Pharmacist,Median Base Pay,120147,-0.002
Philadelphia,Job Title,2017-09,Process Engineer,Median Base Pay,80355,-0.003
Philadelphia,Job Title,2017-09,Program Manager,Median Base Pay,79944,0.013
Philadelphia,Job Title,2017-09,Research Assistant,Median Base Pay,31580,0.006
Philadelphia,Job Title,2017-09,Restaurant Manager,Median Base Pay,52999,0.019
Philadelphia,Job Title,2017-09,Security Officer,Median Base Pay,35176,0.02
Philadelphia,Job Title,2017-09,Server,Median Base Pay,37011,0.017
Philadelphia,Job Title,2017-09,Solutions Architect,Median Base Pay,108724,0.03
Philadelphia,Job Title,2017-09,Systems Engineer,Median Base Pay,79490,0.011
Philadelphia,Job Title,2017-09,Technical Support,Median Base Pay,49239,0.006
Philadelphia,Job Title,2017-09,UX Designer,Median Base Pay,75824,0.006
Houston,Job Title,2017-09,Software Engineer,Median Base Pay,83466,0.015
Houston,Job Title,2017-09,Programmer Analyst,Median Base Pay,68299,-0.01
Houston,Job Title,2017-09,Consultant,Median Base Pay,82757,-0.011
Houston,Job Title,2017-09,Project Manager,Median Base Pay,84207,-0.009
Houston,Job Title,2017-09,Store Manager,Median Base Pay,51997,0.024
Houston,Job Title,2017-09,Business Analyst,Median Base Pay,72183,0.007
Houston,Job Title,2017-09,Cashier,Median Base Pay,26583,0.02
Houston,Job Title,2017-09,Financial Analyst,Median Base Pay,69347,0.006
Houston,Job Title,2017-09,Administrative Assistant,Median Base Pay,42201,0.007
Houston,Job Title,2017-09,Accountant,Median Base Pay,59074,0.007
Houston,Job Title,2017-09,Sales Representative,Median Base Pay,49786,0.005
Houston,Job Title,2017-09,Professor,Median Base Pay,94984,0.015
Houston,Job Title,2017-09,Registered Nurse,Median Base Pay,71438,0.009
Houston,Job Title,2017-09,Marketing Manager,Median Base Pay,75180,-0.008
Houston,Job Title,2017-09,Operations Manager,Median Base Pay,70896,0.016
Houston,Job Title,2017-09,Product Manager,Median Base Pay,95467,0.001
Houston,Job Title,2017-09,Sales Manager,Median Base Pay,69126,0.007
Houston,Job Title,2017-09,Teacher,Median Base Pay,51162,0.007
Houston,Job Title,2017-09,Bank Teller,Median Base Pay,28436,0.032
Houston,Job Title,2017-09,Customer Service Manager,Median Base Pay,53714,0.006
Houston,Job Title,2017-09,Physical Therapist,Median Base Pay,78782,-0.004
Houston,Job Title,2017-09,Mechanical Engineer,Median Base Pay,82375,0.011
Houston,Job Title,2017-09,Recruiter,Median Base Pay,52491,0.037
Houston,Job Title,2017-09,Design Engineer,Median Base Pay,82836,0
Houston,Job Title,2017-09,Pharmacy Technician,Median Base Pay,32570,0.023
Houston,Job Title,2017-09,Graphic Designer,Median Base Pay,47473,-0.002
Houston,Job Title,2017-09,Web Developer,Median Base Pay,73213,-0.019
Houston,Job Title,2017-09,Business Development Manager,Median Base Pay,78072,0.024
Houston,Job Title,2017-09,Data Scientist,Median Base Pay,108511,-0.005
Houston,Job Title,2017-09,Buyer,Median Base Pay,60203,0.002
Houston,Job Title,2017-09,Data Analyst,Median Base Pay,63627,0.007
Houston,Job Title,2017-09,Electrical Engineer,Median Base Pay,83197,-0.001
Houston,Job Title,2017-09,Attorney,Median Base Pay,119279,-0.03
Houston,Job Title,2017-09,Human Resources Manager,Median Base Pay,80833,0
Houston,Job Title,2017-09,Technician,Median Base Pay,47747,-0.005
Houston,Job Title,2017-09,Restaurant Cook,Median Base Pay,26834,0.032
Houston,Job Title,2017-09,Production Manager,Median Base Pay,69436,0.013
Houston,Job Title,2017-09,Manufacturing Engineer,Median Base Pay,76468,0.007
Houston,Job Title,2017-09,Retail Key Holder,Median Base Pay,28836,0.006
Houston,Job Title,2017-09,Paralegal,Median Base Pay,54637,0.004
Houston,Job Title,2017-09,Java Developer,Median Base Pay,82512,-0.012
Houston,Job Title,2017-09,Warehouse Associate,Median Base Pay,39979,0.006
Houston,Job Title,2017-09,Property Manager,Median Base Pay,55351,0.002
Houston,Job Title,2017-09,Producer,Median Base Pay,57503,-0.005
Houston,Job Title,2017-09,Quality Engineer,Median Base Pay,75925,-0.004
Houston,Job Title,2017-09,Operations Analyst,Median Base Pay,62054,0.007
Houston,Job Title,2017-09,Medical Assistant,Median Base Pay,35211,-0.004
Houston,Job Title,2017-09,Tax Manager,Median Base Pay,102723,0.006
Houston,Job Title,2017-09,Technical Editor,Median Base Pay,55729,0.007
Houston,Job Title,2017-09,Truck Driver,Median Base Pay,53752,0.038
Houston,Job Title,2017-09,Insurance Agent,Median Base Pay,38332,0.007
Houston,Job Title,2017-09,Medical Technologist,Median Base Pay,56757,0.007
Houston,Job Title,2017-09,Field Engineer,Median Base Pay,72089,0.016
Houston,Job Title,2017-09,Machine Operator,Median Base Pay,41187,0.01
Houston,Job Title,2017-09,Communications Manager,Median Base Pay,72652,0.007
Houston,Job Title,2017-09,Construction Laborer,Median Base Pay,37463,0.021
Houston,Job Title,2017-09,Emergency Medical Technician,Median Base Pay,38475,0.006
Houston,Job Title,2017-09,Web Designer,Median Base Pay,55430,0.023
Houston,Job Title,2017-09,Maintenance Worker,Median Base Pay,37931,0.007
Houston,Job Title,2017-09,Barista,Median Base Pay,22240,0.045
Houston,Job Title,2017-09,Bartender,Median Base Pay,34717,-0.008
Houston,Job Title,2017-09,Civil Engineer,Median Base Pay,77447,0.009
Houston,Job Title,2017-09,Claims Adjuster,Median Base Pay,51154,0.012
Houston,Job Title,2017-09,Certified Nursing Assistant,Median Base Pay,27956,0.008
Houston,Job Title,2017-09,Customer Service Representative,Median Base Pay,37681,0.014
Houston,Job Title,2017-09,Delivery Driver,Median Base Pay,36120,0.022
Houston,Job Title,2017-09,Financial Advisor,Median Base Pay,49134,0.011
Houston,Job Title,2017-09,Licensed Practical Nurse,Median Base Pay,47076,0.008
Houston,Job Title,2017-09,Loan Officer,Median Base Pay,45236,-0.007
Houston,Job Title,2017-09,Maintenance Technician,Median Base Pay,42192,-0.003
Houston,Job Title,2017-09,Material Handler,Median Base Pay,36639,0.013
Houston,Job Title,2017-09,Network Engineer,Median Base Pay,78449,0.007
Houston,Job Title,2017-09,Office Manager,Median Base Pay,50633,0.005
Houston,Job Title,2017-09,Pharmacist,Median Base Pay,115197,-0.007
Houston,Job Title,2017-09,Process Engineer,Median Base Pay,89289,-0.008
Houston,Job Title,2017-09,Program Manager,Median Base Pay,80884,0.009
Houston,Job Title,2017-09,Research Assistant,Median Base Pay,30806,0.002
Houston,Job Title,2017-09,Restaurant Manager,Median Base Pay,53483,0.014
Houston,Job Title,2017-09,Security Officer,Median Base Pay,35175,0.016
Houston,Job Title,2017-09,Server,Median Base Pay,31117,0.012
Houston,Job Title,2017-09,Solutions Architect,Median Base Pay,103782,0.026
Houston,Job Title,2017-09,Systems Engineer,Median Base Pay,75295,0.007
Houston,Job Title,2017-09,Technical Support,Median Base Pay,47780,0.001
Houston,Job Title,2017-09,UX Designer,Median Base Pay,81888,0.001
Seattle,Job Title,2017-09,Software Engineer,Median Base Pay,110712,0.028
Seattle,Job Title,2017-09,Programmer Analyst,Median Base Pay,81740,0.002
Seattle,Job Title,2017-09,Consultant,Median Base Pay,89361,0.002
Seattle,Job Title,2017-09,Project Manager,Median Base Pay,84962,0.003
Seattle,Job Title,2017-09,Store Manager,Median Base Pay,58606,0.037
Seattle,Job Title,2017-09,Business Analyst,Median Base Pay,78146,0.019
Seattle,Job Title,2017-09,Cashier,Median Base Pay,34116,0.033
Seattle,Job Title,2017-09,Financial Analyst,Median Base Pay,72501,0.018
Seattle,Job Title,2017-09,Administrative Assistant,Median Base Pay,47845,0.019
Seattle,Job Title,2017-09,Accountant,Median Base Pay,62016,0.019
Seattle,Job Title,2017-09,Sales Representative,Median Base Pay,53155,0.017
Seattle,Job Title,2017-09,Professor,Median Base Pay,96493,0.028
Seattle,Job Title,2017-09,Registered Nurse,Median Base Pay,77804,0.022
Seattle,Job Title,2017-09,Marketing Manager,Median Base Pay,89466,0.004
Seattle,Job Title,2017-09,Operations Manager,Median Base Pay,77175,0.029
Seattle,Job Title,2017-09,Product Manager,Median Base Pay,110245,0.014
Seattle,Job Title,2017-09,Sales Manager,Median Base Pay,74407,0.019
Seattle,Job Title,2017-09,Teacher,Median Base Pay,54250,0.019
Seattle,Job Title,2017-09,Bank Teller,Median Base Pay,31951,0.044
Seattle,Job Title,2017-09,Customer Service Manager,Median Base Pay,60138,0.019
Seattle,Job Title,2017-09,Physical Therapist,Median Base Pay,78093,0.008
Seattle,Job Title,2017-09,Mechanical Engineer,Median Base Pay,83726,0.023
Seattle,Job Title,2017-09,Recruiter,Median Base Pay,60946,0.05
Seattle,Job Title,2017-09,Design Engineer,Median Base Pay,84839,0.012
Seattle,Job Title,2017-09,Pharmacy Technician,Median Base Pay,40581,0.036
Seattle,Job Title,2017-09,Graphic Designer,Median Base Pay,58585,0.01
Seattle,Job Title,2017-09,Web Developer,Median Base Pay,86886,-0.007
Seattle,Job Title,2017-09,Business Development Manager,Median Base Pay,85492,0.037
Seattle,Job Title,2017-09,Data Scientist,Median Base Pay,124868,0.008
Seattle,Job Title,2017-09,Buyer,Median Base Pay,70228,0.014
Seattle,Job Title,2017-09,Data Analyst,Median Base Pay,71708,0.019
Seattle,Job Title,2017-09,Electrical Engineer,Median Base Pay,89069,0.011
Seattle,Job Title,2017-09,Attorney,Median Base Pay,108979,-0.018
Seattle,Job Title,2017-09,Human Resources Manager,Median Base Pay,84607,0.012
Seattle,Job Title,2017-09,Technician,Median Base Pay,52842,0.007
Seattle,Job Title,2017-09,Restaurant Cook,Median Base Pay,33974,0.045
Seattle,Job Title,2017-09,Production Manager,Median Base Pay,70894,0.026
Seattle,Job Title,2017-09,Manufacturing Engineer,Median Base Pay,79835,0.019
Seattle,Job Title,2017-09,Retail Key Holder,Median Base Pay,34480,0.019
Seattle,Job Title,2017-09,Paralegal,Median Base Pay,62246,0.016
Seattle,Job Title,2017-09,Java Developer,Median Base Pay,89324,0
Seattle,Job Title,2017-09,Warehouse Associate,Median Base Pay,48719,0.019
Seattle,Job Title,2017-09,Property Manager,Median Base Pay,63193,0.015
Seattle,Job Title,2017-09,Producer,Median Base Pay,75776,0.007
Seattle,Job Title,2017-09,Quality Engineer,Median Base Pay,83794,0.008
Seattle,Job Title,2017-09,Operations Analyst,Median Base Pay,67073,0.019
Seattle,Job Title,2017-09,Medical Assistant,Median Base Pay,44615,0.008
Seattle,Job Title,2017-09,Tax Manager,Median Base Pay,103526,0.019
Seattle,Job Title,2017-09,Technical Editor,Median Base Pay,79081,0.019
Seattle,Job Title,2017-09,Truck Driver,Median Base Pay,54765,0.051
Seattle,Job Title,2017-09,Insurance Agent,Median Base Pay,40468,0.019
Seattle,Job Title,2017-09,Medical Technologist,Median Base Pay,65380,0.019
Seattle,Job Title,2017-09,Field Engineer,Median Base Pay,73769,0.029
Seattle,Job Title,2017-09,Machine Operator,Median Base Pay,44703,0.022
Seattle,Job Title,2017-09,Communications Manager,Median Base Pay,86142,0.019
Seattle,Job Title,2017-09,Construction Laborer,Median Base Pay,50901,0.034
Seattle,Job Title,2017-09,Emergency Medical Technician,Median Base Pay,40665,0.019
Seattle,Job Title,2017-09,Web Designer,Median Base Pay,64320,0.036
Seattle,Job Title,2017-09,Maintenance Worker,Median Base Pay,47717,0.019
Seattle,Job Title,2017-09,Barista,Median Base Pay,28770,0.058
Seattle,Job Title,2017-09,Bartender,Median Base Pay,37584,0.004
Seattle,Job Title,2017-09,Civil Engineer,Median Base Pay,75809,0.022
Seattle,Job Title,2017-09,Claims Adjuster,Median Base Pay,55202,0.025
Seattle,Job Title,2017-09,Certified Nursing Assistant,Median Base Pay,36078,0.021
Seattle,Job Title,2017-09,Customer Service Representative,Median Base Pay,43889,0.026
Seattle,Job Title,2017-09,Delivery Driver,Median Base Pay,44836,0.034
Seattle,Job Title,2017-09,Financial Advisor,Median Base Pay,52812,0.024
Seattle,Job Title,2017-09,Licensed Practical Nurse,Median Base Pay,51343,0.02
Seattle,Job Title,2017-09,Loan Officer,Median Base Pay,48911,0.005
Seattle,Job Title,2017-09,Maintenance Technician,Median Base Pay,51326,0.009
Seattle,Job Title,2017-09,Material Handler,Median Base Pay,39690,0.025
Seattle,Job Title,2017-09,Network Engineer,Median Base Pay,92557,0.019
Seattle,Job Title,2017-09,Office Manager,Median Base Pay,57349,0.018
Seattle,Job Title,2017-09,Pharmacist,Median Base Pay,126663,0.005
Seattle,Job Title,2017-09,Process Engineer,Median Base Pay,89301,0.004
Seattle,Job Title,2017-09,Program Manager,Median Base Pay,101166,0.021
Seattle,Job Title,2017-09,Research Assistant,Median Base Pay,33431,0.014
Seattle,Job Title,2017-09,Restaurant Manager,Median Base Pay,55298,0.026
Seattle,Job Title,2017-09,Security Officer,Median Base Pay,44782,0.028
Seattle,Job Title,2017-09,Server,Median Base Pay,37169,0.025
Seattle,Job Title,2017-09,Solutions Architect,Median Base Pay,114535,0.038
Seattle,Job Title,2017-09,Systems Engineer,Median Base Pay,91685,0.019
Seattle,Job Title,2017-09,Technical Support,Median Base Pay,52148,0.014
Seattle,Job Title,2017-09,UX Designer,Median Base Pay,97233,0.014
San Francisco,Job Title,2017-09,Software Engineer,Median Base Pay,119648,0.025
San Francisco,Job Title,2017-09,Programmer Analyst,Median Base Pay,86055,-0.001
San Francisco,Job Title,2017-09,Consultant,Median Base Pay,97505,-0.001
San Francisco,Job Title,2017-09,Project Manager,Median Base Pay,93739,0
San Francisco,Job Title,2017-09,Store Manager,Median Base Pay,65843,0.033
San Francisco,Job Title,2017-09,Business Analyst,Median Base Pay,85567,0.016
San Francisco,Job Title,2017-09,Cashier,Median Base Pay,33174,0.03
San Francisco,Job Title,2017-09,Financial Analyst,Median Base Pay,82136,0.015
San Francisco,Job Title,2017-09,Administrative Assistant,Median Base Pay,53667,0.016
San Francisco,Job Title,2017-09,Accountant,Median Base Pay,70497,0.016
San Francisco,Job Title,2017-09,Sales Representative,Median Base Pay,61238,0.014
San Francisco,Job Title,2017-09,Professor,Median Base Pay,129017,0.025
San Francisco,Job Title,2017-09,Registered Nurse,Median Base Pay,112459,0.019
San Francisco,Job Title,2017-09,Marketing Manager,Median Base Pay,100974,0.001
San Francisco,Job Title,2017-09,Operations Manager,Median Base Pay,86612,0.026
San Francisco,Job Title,2017-09,Product Manager,Median Base Pay,123848,0.011
San Francisco,Job Title,2017-09,Sales Manager,Median Base Pay,82558,0.016
San Francisco,Job Title,2017-09,Teacher,Median Base Pay,64287,0.016
San Francisco,Job Title,2017-09,Bank Teller,Median Base Pay,33236,0.041
San Francisco,Job Title,2017-09,Customer Service Manager,Median Base Pay,69580,0.016
San Francisco,Job Title,2017-09,Physical Therapist,Median Base Pay,97752,0.005
San Francisco,Job Title,2017-09,Mechanical Engineer,Median Base Pay,94007,0.02
San Francisco,Job Title,2017-09,Recruiter,Median Base Pay,71608,0.047
San Francisco,Job Title,2017-09,Design Engineer,Median Base Pay,93045,0.009
San Francisco,Job Title,2017-09,Pharmacy Technician,Median Base Pay,45397,0.033
San Francisco,Job Title,2017-09,Graphic Designer,Median Base Pay,69909,0.007
San Francisco,Job Title,2017-09,Web Developer,Median Base Pay,99720,-0.01
San Francisco,Job Title,2017-09,Business Development Manager,Median Base Pay,92935,0.034
San Francisco,Job Title,2017-09,Data Scientist,Median Base Pay,137976,0.005
San Francisco,Job Title,2017-09,Buyer,Median Base Pay,78836,0.011
San Francisco,Job Title,2017-09,Data Analyst,Median Base Pay,87574,0.016
San Francisco,Job Title,2017-09,Electrical Engineer,Median Base Pay,96814,0.008
San Francisco,Job Title,2017-09,Attorney,Median Base Pay,138855,-0.021
San Francisco,Job Title,2017-09,Human Resources Manager,Median Base Pay,96385,0.009
San Francisco,Job Title,2017-09,Technician,Median Base Pay,56577,0.004
San Francisco,Job Title,2017-09,Restaurant Cook,Median Base Pay,36149,0.042
San Francisco,Job Title,2017-09,Production Manager,Median Base Pay,87178,0.023
San Francisco,Job Title,2017-09,Manufacturing Engineer,Median Base Pay,93616,0.016
San Francisco,Job Title,2017-09,Retail Key Holder,Median Base Pay,36275,0.016
San Francisco,Job Title,2017-09,Paralegal,Median Base Pay,70539,0.013
San Francisco,Job Title,2017-09,Java Developer,Median Base Pay,101674,-0.003
